categories,fund_code,fund_code_descr,departments,organization,organization_descr,program_code,program_code_descr,account,account_descr,fiscal_year,adopted,amended,actual,fiscal_year_descr,row_id
Miscellaneous,101,General Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,465600,Nonoperating Income - Other,2019,0,962362,962362.4,2018  -  2019,FY2019PRG50240FND101DEP90000ACC465600
Transfers In,213,Supp. Law Enforcement COP Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2019,0,44544,44544,2018  -  2019,FY2019PRG50240FND213DEP90000ACC460100
Investment Income,216,Rental Rehab Program Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,425100,Investment Earnings,2019,500,500,0,2018  -  2019,FY2019PRG50240FND216DEP90000ACC425100
Transfers In,401,Capital Improvements Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2019,8576892,12005734,12005734,2018  -  2019,FY2019PRG50240FND401DEP90000ACC460100
Transfers In,601,Equipment Replacement Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2019,0,28284,28284,2018  -  2019,FY2019PRG50240FND601DEP90000ACC460100
Transfers In,602,Self-Insurance Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2019,0,3290813,3290812.08,2018  -  2019,FY2019PRG50240FND602DEP90000ACC460100
Transfers In,603,IT Replacement Fund,Non-Departmental,90000,Non-Departmental,50240,Non-Departmental,460100,Operating Transfers In,2019,0,1930183,1930183,2018  -  2019,FY2019PRG50240FND603DEP90000ACC460100
Charges for Service,101,General Fund,City Manager,11200,City Clerk,50420,Public Records,435580,Photocopies,2019,3300,3300,3177.9,2018  -  2019,FY2019PRG50420FND101DEP11200ACC435580
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2019,28780563,28788563,28215894.72,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410100
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2019,807528,807528,843551.09,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410110
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2019,896990,896990,681856.44,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410120
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2019,148918,148918,149872,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410130
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2019,45548,45548,36702.41,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410135
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410140,Property Transfer Tax,2019,885403,885403,663468.45,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410140
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410145,Property Tax In-Lieu of VLF,2019,11385927,11385927,11951449,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410145
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410160,Sales Tax,2019,57058647,61969937,54153732.09,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410160
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410180,Transient Occupancy Tax,2019,9571342,9571342,7864875.77,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410180
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410205,PEG Cable TV Franchise Tax,2019,75000,75000,209995.68,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410205
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410210,Gas Utility Franchise Tax,2019,191000,191000,198422.47,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410210
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410220,Business License Tax,2019,910923,942541,941857.11,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410220
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410221,Business License Web Fee,2019,0,0,-12505.78,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410221
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410225,Solid WasteHauler Frnchise Tax,2019,2247523,2247523,1781673.07,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410225
Taxes,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,410300,Marijuana Bus Tax,2019,1560000,0,0,2018  -  2019,FY2019PRG50540FND101DEP13200ACC410300
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415210,Special Business Permits,2019,430,430,215,2018  -  2019,FY2019PRG50540FND101DEP13200ACC415210
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415250,Operator's Permits,2019,3000,3000,5025,2018  -  2019,FY2019PRG50540FND101DEP13200ACC415250
Licenses & Permits,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,415999,Other Permits,2019,29921,29921,37847,2018  -  2019,FY2019PRG50540FND101DEP13200ACC415999
Investment Income,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,458009,475309,471443.95,2018  -  2019,FY2019PRG50540FND101DEP13200ACC425100
Investment Income,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,425999,Other Interest,2019,0,0,58922.57,2018  -  2019,FY2019PRG50540FND101DEP13200ACC425999
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430205,Motor Vehicle In-Lieu Tax,2019,62031,62031,55342.73,2018  -  2019,FY2019PRG50540FND101DEP13200ACC430205
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430285,Reimb. of Mandated Costs,2019,29000,29000,4144,2018  -  2019,FY2019PRG50540FND101DEP13200ACC430285
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430299,Other State Grants,2019,0,0,7500,2018  -  2019,FY2019PRG50540FND101DEP13200ACC430299
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430399,Other County Grants/Programs,2019,0,0,0,2018  -  2019,FY2019PRG50540FND101DEP13200ACC430399
Intergovernmental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,430499,Other Governmental Agencies,2019,113983,113983,0,2018  -  2019,FY2019PRG50540FND101DEP13200ACC430499
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435500,Special Events,2019,37800,37800,24875.8,2018  -  2019,FY2019PRG50540FND101DEP13200ACC435500
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435630,Sale of Maps & Publications,2019,500,500,308.57,2018  -  2019,FY2019PRG50540FND101DEP13200ACC435630
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435640,Sale of Other Supplies,2019,1500,1500,475,2018  -  2019,FY2019PRG50540FND101DEP13200ACC435640
Charges for Service,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,435999,Other Charges for Services,2019,22002,22002,3922.25,2018  -  2019,FY2019PRG50540FND101DEP13200ACC435999
Rental,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,445100,"Buildings/Grounds, Rental",2019,210000,210000,207829.01,2018  -  2019,FY2019PRG50540FND101DEP13200ACC445100
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,450300,Donations,2019,0,0,5000,2018  -  2019,FY2019PRG50540FND101DEP13200ACC450300
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455180,Construction Permit Insp. Fees,2019,50000,50000,51291.83,2018  -  2019,FY2019PRG50540FND101DEP13200ACC455180
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455210,Damage to City Property,2019,25000,25000,7148.36,2018  -  2019,FY2019PRG50540FND101DEP13200ACC455210
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455220,Civil Subpoena Costs,2019,14247,14247,13366.92,2018  -  2019,FY2019PRG50540FND101DEP13200ACC455220
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,455999,Other Reimbursements,2019,405000,185000,143809.62,2018  -  2019,FY2019PRG50540FND101DEP13200ACC455999
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,465600,Nonoperating Income - Other,2019,556850,0,0,2018  -  2019,FY2019PRG50540FND101DEP13200ACC465600
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,499150,Sale of Other Equipment,2019,1000,1000,0,2018  -  2019,FY2019PRG50540FND101DEP13200ACC499150
Miscellaneous,101,General Fund,Finance,13200,Financial Operations,50540,Treasury,499999,Other,2019,150000,150000,100475.11,2018  -  2019,FY2019PRG50540FND101DEP13200ACC499999
Investment Income,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,50000,50000,105988.51,2018  -  2019,FY2019PRG50540FND201DEP13200ACC425100
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430218,Gasoline Tax - Section 2103,2019,874331,422894,385174.05,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430218
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430220,Gasoline Tax - Section 2105,2019,656582,640379,632585.74,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430220
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430225,Gasoline Tax - Section 2106,2019,421295,420854,418770.45,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430225
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430230,Gasoline Tax - Section 2107.1,2019,814624,836387,795546.04,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430230
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430235,Gasoline Tax - Section 2107.5,2019,10000,10000,10000,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430235
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430238,Gasoline Tax - Loan Repayment,2019,129648,0,0,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430238
Intergovernmental,201,Gas Tax Fund,Finance,13200,Financial Operations,50540,Treasury,430239,Gasoline Tax - RMRA,2019,1893820,0,0,2018  -  2019,FY2019PRG50540FND201DEP13200ACC430239
Taxes,202,Prop 172 -- Public Safety Fund,Finance,13200,Financial Operations,50540,Treasury,410170,Sales Tax - Prop 172,2019,1075600,1075600,1126008.02,2018  -  2019,FY2019PRG50540FND202DEP13200ACC410170
Investment Income,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,2113,2113,5018.88,2018  -  2019,FY2019PRG50540FND203DEP13200ACC425100
Intergovernmental,203,Air Quality Improvement Fund,Finance,13200,Financial Operations,50540,Treasury,430240,Air Quality Improvement Fees,2019,144101,144101,110775.78,2018  -  2019,FY2019PRG50540FND203DEP13200ACC430240
Investment Income,205,HOME Program Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,23563.43,2018  -  2019,FY2019PRG50540FND205DEP13200ACC425100
Investment Income,207,CDBG Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,124.24,2018  -  2019,FY2019PRG50540FND207DEP13200ACC425100
Investment Income,208,Park Development Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,25000,25000,103576,2018  -  2019,FY2019PRG50540FND208DEP13200ACC425100
Investment Income,209,Drainage Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,10000,10000,20433.94,2018  -  2019,FY2019PRG50540FND209DEP13200ACC425100
Investment Income,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,67.96,2018  -  2019,FY2019PRG50540FND213DEP13200ACC425100
Intergovernmental,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,430290,Citizens' Option Public Safety,2019,230391,230391,263293.69,2018  -  2019,FY2019PRG50540FND213DEP13200ACC430290
Transfers In,213,Supp. Law Enforcement COP Fund,Finance,13200,Financial Operations,50540,Treasury,460100,Operating Transfers In,2019,44544,0,0,2018  -  2019,FY2019PRG50540FND213DEP13200ACC460100
Investment Income,214,Traffic Impact Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,13000,13000,63439.86,2018  -  2019,FY2019PRG50540FND214DEP13200ACC425100
Investment Income,216,Rental Rehab Program Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,3538.25,2018  -  2019,FY2019PRG50540FND216DEP13200ACC425100
Fines & Forfeitures,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50540,Treasury,420160,Asset Forfeiture - Justice,2019,0,571025,571025.04,2018  -  2019,FY2019PRG50540FND217DEP13200ACC420160
Investment Income,217,Narcotics Forfeiture Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,4400,4400,14805.13,2018  -  2019,FY2019PRG50540FND217DEP13200ACC425100
Investment Income,218,Fire System Dev. Fees Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,2700,2700,2207.82,2018  -  2019,FY2019PRG50540FND218DEP13200ACC425100
Investment Income,219,Local Law Enforcement Block Gr,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,466.55,2018  -  2019,FY2019PRG50540FND219DEP13200ACC425100
Investment Income,251,RMRA Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,9852.96,2018  -  2019,FY2019PRG50540FND251DEP13200ACC425100
Intergovernmental,251,RMRA Fund,Finance,13200,Financial Operations,50540,Treasury,430238,Gasoline Tax - Loan Repayment,2019,0,129648,130019.82,2018  -  2019,FY2019PRG50540FND251DEP13200ACC430238
Investment Income,401,Capital Improvements Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,150000,150000,179667.21,2018  -  2019,FY2019PRG50540FND401DEP13200ACC425100
Miscellaneous,401,Capital Improvements Fund,Finance,13200,Financial Operations,50540,Treasury,499999,Other,2019,0,0,0,2018  -  2019,FY2019PRG50540FND401DEP13200ACC499999
Investment Income,403,"Measure ""M"" Construction Fund",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,750,750,0,2018  -  2019,FY2019PRG50540FND403DEP13200ACC425100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2019,2905,2905,3768.3,2018  -  2019,FY2019PRG50540FND409DEP13200ACC410100
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2019,12,12,12.2,2018  -  2019,FY2019PRG50540FND409DEP13200ACC410110
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2019,9,9,10,2018  -  2019,FY2019PRG50540FND409DEP13200ACC410120
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2019,2,2,2.2,2018  -  2019,FY2019PRG50540FND409DEP13200ACC410130
Taxes,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2019,1,1,0.58,2018  -  2019,FY2019PRG50540FND409DEP13200ACC410135
Investment Income,409,Vehicle Parking Dist. #1 Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,143,143,378.05,2018  -  2019,FY2019PRG50540FND409DEP13200ACC425100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410100,Secured Property Tax,2019,5756,5756,11786,2018  -  2019,FY2019PRG50540FND410DEP13200ACC410100
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410110,Unsecured Property Tax,2019,10,10,10.18,2018  -  2019,FY2019PRG50540FND410DEP13200ACC410110
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410120,Supplemental Property Tax,2019,8,8,8.36,2018  -  2019,FY2019PRG50540FND410DEP13200ACC410120
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410130,Homeowners Property Tax,2019,2,2,1.83,2018  -  2019,FY2019PRG50540FND410DEP13200ACC410130
Taxes,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,410135,Delinquent Tax - Penalties/Int,2019,1,1,0.48,2018  -  2019,FY2019PRG50540FND410DEP13200ACC410135
Investment Income,410,Vehicle Parking Dist. #2 Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,272,272,740.6,2018  -  2019,FY2019PRG50540FND410DEP13200ACC425100
Investment Income,416,"Measure ""M2"" Fairshare",Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,12000,12000,99073.98,2018  -  2019,FY2019PRG50540FND416DEP13200ACC425100
Intergovernmental,416,"Measure ""M2"" Fairshare",Finance,13200,Financial Operations,50540,Treasury,430306,"Measure ""M2"" Fairshare",2019,2464000,2464000,2258550.73,2018  -  2019,FY2019PRG50540FND416DEP13200ACC430306
Investment Income,417,Jack Hammett SC Cap Impr Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,4736.58,2018  -  2019,FY2019PRG50540FND417DEP13200ACC425100
Investment Income,418,Lions Park Proj 2017 Bond Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,0,0,181583.09,2018  -  2019,FY2019PRG50540FND418DEP13200ACC425100
Investment Income,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,11293,11293,7216.76,2018  -  2019,FY2019PRG50540FND601DEP13200ACC425100
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499120,Sale of Automotive Equipment,2019,10000,10000,41277.1,2018  -  2019,FY2019PRG50540FND601DEP13200ACC499120
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499140,Sale of Office Equipment,2019,0,0,10.56,2018  -  2019,FY2019PRG50540FND601DEP13200ACC499140
Miscellaneous,601,Equipment Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,499150,Sale of Other Equipment,2019,0,0,10388.16,2018  -  2019,FY2019PRG50540FND601DEP13200ACC499150
Investment Income,602,Self-Insurance Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,40682,40682,156568.43,2018  -  2019,FY2019PRG50540FND602DEP13200ACC425100
Investment Income,603,IT Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,425100,Investment Earnings,2019,16646,16646,55664.68,2018  -  2019,FY2019PRG50540FND603DEP13200ACC425100
Charges for Service,603,IT Replacement Fund,Finance,13200,Financial Operations,50540,Treasury,445210,"IT Computer, Rental",2019,250000,0,0,2018  -  2019,FY2019PRG50540FND603DEP13200ACC445210
Charges for Service,602,Self-Insurance Fund,City Manager,14400,Risk Management,50630,Employee Benefit Admin.,435670,Unemployment Premiums,2019,86000,86000,85572,2018  -  2019,FY2019PRG50630FND602DEP14400ACC435670
Charges for Service,602,Self-Insurance Fund,City Manager,14400,Risk Management,50662,Liability,435650,General Liability Premiums,2019,2539472,2539472,2544919,2018  -  2019,FY2019PRG50662FND602DEP14400ACC435650
Charges for Service,602,Self-Insurance Fund,City Manager,14400,Risk Management,50663,Worker's Compensation,435660,Workers' Compensation Premiums,2019,3312282,3312282,3313009,2018  -  2019,FY2019PRG50663FND602DEP14400ACC435660
Charges for Service,603,IT Replacement Fund,Information Technology,14600,Information Technology,50710,Computer Operations,445210,"IT Computer, Rental",2019,0,250000,250000,2018  -  2019,FY2019PRG50710FND603DEP14600ACC445210
Charges for Service,601,Equipment Replacement Fund,Public Services,19500,Maintenance Services,50920,Equipment Maintenance,445200,"Automotive Equipment, Rental",2019,2196540,2196540,2178121.44,2018  -  2019,FY2019PRG50920FND601DEP19500ACC445200
Miscellaneous,601,Equipment Replacement Fund,Public Services,19500,Maintenance Services,50920,Equipment Maintenance,455210,Damage to City Property,2019,0,0,54007.66,2018  -  2019,FY2019PRG50920FND601DEP19500ACC455210
Intergovernmental,101,General Fund,Police,15400,Police Support Services,51040,Emergency Services,430199,Other Federal Grants,2019,0,0,16480,2018  -  2019,FY2019PRG51040FND101DEP15400ACC430199
Intergovernmental,101,General Fund,Police,15400,Police Support Services,51040,Emergency Services,430299,Other State Grants,2019,75488,89934,0,2018  -  2019,FY2019PRG51040FND101DEP15400ACC430299
Charges for Service,101,General Fund,City Manager,11100,City Manager Administration,51050,Communications and Marketing,435680,Central Services Charges,2019,128360,128360,93162.44,2018  -  2019,FY2019PRG51050FND101DEP11100ACC435680
Intergovernmental,101,General Fund,Police,15300,Police Field Operations,71019,AB109-Post Release Comm Superv,430299,Other State Grants,2019,0,0,59336.09,2018  -  2019,FY2019PRG71019FND101DEP15300ACC430299
Intergovernmental,220,Office of Traffic Safety,Police,15300,Police Field Operations,71028,2018 STEP Grant,430199,Other Federal Grants,2019,0,168750,0,2018  -  2019,FY2019PRG71028FND220DEP15300ACC430199
Intergovernmental,220,Office of Traffic Safety,Police,15300,Police Field Operations,71029,2019 STEP Grant,430199,Other Federal Grants,2019,0,56250,162919.46,2018  -  2019,FY2019PRG71029FND220DEP15300ACC430199
Intergovernmental,201,Gas Tax Fund,Public Services,19200,Engineering,71200,RMRA Road Maint Rehab Account,430239,Gasoline Tax - RMRA,2019,0,0,0,2018  -  2019,FY2019PRG71200FND201DEP19200ACC430239
Intergovernmental,251,RMRA Fund,Public Services,19200,Engineering,71200,RMRA Road Maint Rehab Account,430239,Gasoline Tax - RMRA,2019,0,1893820,2114320.69,2018  -  2019,FY2019PRG71200FND251DEP19200ACC430239
Intergovernmental,101,General Fund,Police,15400,Police Support Services,71300,EMPG,430199,Other Federal Grants,2019,0,0,0,2018  -  2019,FY2019PRG71300FND101DEP15400ACC430199
Intergovernmental,415,"Measure ""M2"" Fund",Public Services,19300,Transportation Services,30210,Traffic Planning,430312,"Measure ""M2"" Regional Grant",2020,0,0,599580.32,2019  -  2020,FY2020PRG30210FND415DEP19300ACC430312
Intergovernmental,230,Grants - Federal,Public Services,19300,Transportation Services,30225,Active Transportation Improve,430199,Other Federal Grants,2020,0,0,0,2019  -  2020,FY2020PRG30225FND230DEP19300ACC430199
Intergovernmental,401,Capital Improvements Fund,Public Services,19300,Transportation Services,30225,Active Transportation Improve,430199,Other Federal Grants,2020,0,0,23261.54,2019  -  2020,FY2020PRG30225FND401DEP19300ACC430199
Rental,101,General Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,445190,Bus Shelter Advertising,2020,100000,100000,88820.18,2019  -  2020,FY2020PRG30241FND101DEP19300ACC445190
Miscellaneous,101,General Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,455250,Bus Shelter Maint Reimb,2020,35000,35000,35000,2019  -  2020,FY2020PRG30241FND101DEP19300ACC455250
Intergovernmental,401,Capital Improvements Fund,Public Services,19300,Transportation Services,30241,Traffic Operations,430299,Other State Grants,2020,3105000,3105000,0,2019  -  2020,FY2020PRG30241FND401DEP19300ACC430299
Intergovernmental,415,"Measure ""M2"" Fund",Public Services,19300,Transportation Services,30241,Traffic Operations,430312,"Measure ""M2"" Regional Grant",2020,0,0,166613.81,2019  -  2020,FY2020PRG30241FND415DEP19300ACC430312
Charges for Service,101,General Fund,Public Services,19500,Maintenance Services,40111,Park Maintenance,435440,Park Permits,2020,50000,50000,28516.67,2019  -  2020,FY2020PRG40111FND101DEP19500ACC435440
Miscellaneous,101,General Fund,Public Services,19200,Engineering,40112,Park Development,450300,Donations,2020,125000,50000,0,2019  -  2020,FY2020PRG40112FND101DEP19200ACC450300
Charges for Service,101,General Fund,Public Services,19500,Maintenance Services,40112,Park Development,435450,Park Improvements,2020,7500,7500,11356.6,2019  -  2020,FY2020PRG40112FND101DEP19500ACC435450
Licenses & Permits,208,Park Development Fees Fund,Public Services,19200,Engineering,40112,Park Development,435170,Park Development Fees,2020,2159027,2159027,1049018,2019  -  2020,FY2020PRG40112FND208DEP19200ACC435170
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40121,Downtown Recreation Center,445110,"Downtown Community Center,Rent",2020,15000,15000,16827.07,2019  -  2020,FY2020PRG40121FND101DEP14300ACC445110
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40122,Balearic Community Center,445120,"Balearic Community Center,Rent",2020,20000,20000,15153.65,2019  -  2020,FY2020PRG40122FND101DEP14300ACC445120
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40123,Neighborhood Community Center,445130,"Neighborhood Comm Center, Rent",2020,85000,85000,5980.81,2019  -  2020,FY2020PRG40123FND101DEP14300ACC445130
Rental,417,Jack Hammett SC Cap Impr Fund,Public Services,19500,Maintenance Services,40205,Jack Hammett,445155,Jack Hammett Field Rental,2020,150000,150000,150750,2019  -  2020,FY2020PRG40205FND417DEP19500ACC445155
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40212,Aquatics,435470,Aquatics,2020,70000,70000,39902.27,2019  -  2020,FY2020PRG40212FND101DEP14300ACC435470
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40213,Tennis,445160,"Tennis,Rental",2020,51988,51988,37086.85,2019  -  2020,FY2020PRG40213FND101DEP14300ACC445160
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40214,Adult Sports Basketball,435540,Basketball,2020,17500,17500,10927.63,2019  -  2020,FY2020PRG40214FND101DEP14300ACC435540
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40214,Adult Sports Basketball,435541,Adult Open Gym,2020,7500,7500,4292.8,2019  -  2020,FY2020PRG40214FND101DEP14300ACC435541
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40215,Adult Sports Softball,435550,Softball,2020,40000,40000,27888,2019  -  2020,FY2020PRG40215FND101DEP14300ACC435550
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40216,Fields/Field Ambassadors,445150,Field Rental,2020,147000,147000,96697.02,2019  -  2020,FY2020PRG40216FND101DEP14300ACC445150
Miscellaneous,101,General Fund,Parks and Community Services,14300,Recreation Division,40216,Fields/Field Ambassadors,455999,Other Reimbursements,2020,0,0,158.25,2019  -  2020,FY2020PRG40216FND101DEP14300ACC455999
Rental,101,General Fund,Parks and Community Services,14300,Recreation Division,40217,Golf Course Management,445180,Golf Course Operations,2020,2300000,2300000,1829201.16,2019  -  2020,FY2020PRG40217FND101DEP14300ACC445180
Investment Income,413,Golf Course Improvement Fund,Parks and Community Services,14300,Recreation Division,40217,Golf Course Management,425100,Investment Earnings,2020,1500,1500,4012.73,2019  -  2020,FY2020PRG40217FND413DEP14300ACC425100
Rental,413,Golf Course Improvement Fund,Parks and Community Services,14300,Recreation Division,40217,Golf Course Management,445180,Golf Course Operations,2020,100000,100000,88557.47,2019  -  2020,FY2020PRG40217FND413DEP14300ACC445180
Charges for Service,101,General Fund,Parks and Community Services,14300,Recreation Division,40218,Youth Sports,435460,Youth Sports,2020,0,0,17.14,2019  -  2020,FY2020PRG40218FND101DEP14300ACC435460
Taxes,101,General Fund,Finance,13200,Financial Operations,50500,Financial Services,410110,Unsecured Property Tax,2020,875416,875416,892821.28,2019  -  2020,FY2020PRG50500FND101DEP13200ACC410110
