fiscal_year,adopted,amended,expended,categories,sub_categories,fund_code,departments,organization,organization_descr,program_code,account_groupings,account,fund_code_descr,program_code_descr,account_descr,fiscal_year_descr,row_id
2020,1200,970,969.97,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30112,Maintenance and Operations,520900,General Fund,Street Improvements,Professional Development,2019  -  2020,FY2020PRG30112FND101DEP19200ACC520900
2020,500,1553,1518.92,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30112,Maintenance and Operations,525700,General Fund,Street Improvements,Office Equipment,2019  -  2020,FY2020PRG30112FND101DEP19200ACC525700
2020,700,700,699.92,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30112,Maintenance and Operations,536100,General Fund,Street Improvements,Internal Rent - Maintenance,2019  -  2020,FY2020PRG30112FND101DEP19200ACC536100
2020,4500,4500,4500,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30112,Maintenance and Operations,536200,General Fund,Street Improvements,Internal Rent - Repl Cost,2019  -  2020,FY2020PRG30112FND101DEP19200ACC536200
2020,600,600,173.33,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30112,Maintenance and Operations,536400,General Fund,Street Improvements,Internal Rent - Fuel,2019  -  2020,FY2020PRG30112FND101DEP19200ACC536400
2020,900,0,0,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30112,Fixed Assets,590800,General Fund,Street Improvements,Other Equipment,2019  -  2020,FY2020PRG30112FND101DEP19200ACC590800
2020,37700,37700,41626.97,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,501200,Gas Tax Fund,Street Improvements,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30112FND201DEP19200ACC501200
2020,0,0,11892.38,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,501300,Gas Tax Fund,Street Improvements,Regular Salaries - Part-Time,2019  -  2020,FY2020PRG30112FND201DEP19200ACC501300
2020,100,100,78.15,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,501400,Gas Tax Fund,Street Improvements,Overtime,2019  -  2020,FY2020PRG30112FND201DEP19200ACC501400
2020,400,400,0,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,501800,Gas Tax Fund,Street Improvements,Separation Pay-Off,2019  -  2020,FY2020PRG30112FND201DEP19200ACC501800
2020,8400,8400,1700.36,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,505100,Gas Tax Fund,Street Improvements,Cafeteria Plan,2019  -  2020,FY2020PRG30112FND201DEP19200ACC505100
2020,600,600,301.42,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,505200,Gas Tax Fund,Street Improvements,Medicare,2019  -  2020,FY2020PRG30112FND201DEP19200ACC505200
2020,14700,14700,12192.9,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Salaries and Benefits,505300,Gas Tax Fund,Street Improvements,Retirement,2019  -  2020,FY2020PRG30112FND201DEP19200ACC505300
2020,20000,18800,0,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Maintenance and Operations,530200,Gas Tax Fund,Street Improvements,Consulting,2019  -  2020,FY2020PRG30112FND201DEP19200ACC530200
2020,0,1200,0,Transportation,Traveled Ways,201,Public Services,19200,Engineering,30112,Fixed Assets,590800,Gas Tax Fund,Street Improvements,Other Equipment,2019  -  2020,FY2020PRG30112FND201DEP19200ACC590800
2020,100000,98535,50639.82,Transportation,Traveled Ways,416,Public Services,19200,Engineering,30112,Salaries and Benefits,501200,"Measure ""M2"" Fairshare",Street Improvements,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30112FND416DEP19200ACC501200
2020,0,1465,1897.43,Transportation,Traveled Ways,416,Public Services,19200,Engineering,30112,Salaries and Benefits,501400,"Measure ""M2"" Fairshare",Street Improvements,Overtime,2019  -  2020,FY2020PRG30112FND416DEP19200ACC501400
2020,12600,12600,8720.56,Transportation,Traveled Ways,416,Public Services,19200,Engineering,30112,Salaries and Benefits,505100,"Measure ""M2"" Fairshare",Street Improvements,Cafeteria Plan,2019  -  2020,FY2020PRG30112FND416DEP19200ACC505100
2020,1500,1500,851.42,Transportation,Traveled Ways,416,Public Services,19200,Engineering,30112,Salaries and Benefits,505200,"Measure ""M2"" Fairshare",Street Improvements,Medicare,2019  -  2020,FY2020PRG30112FND416DEP19200ACC505200
2020,38900,38900,25987.88,Transportation,Traveled Ways,416,Public Services,19200,Engineering,30112,Salaries and Benefits,505300,"Measure ""M2"" Fairshare",Street Improvements,Retirement,2019  -  2020,FY2020PRG30112FND416DEP19200ACC505300
2020,156906,147976,153394.14,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,501200,General Fund,Storm Drain Maintenance,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30121FND101DEP19500ACC501200
2020,0,233,1406.67,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,501400,General Fund,Storm Drain Maintenance,Overtime,2019  -  2020,FY2020PRG30121FND101DEP19500ACC501400
2020,200,200,0,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,501500,General Fund,Storm Drain Maintenance,Accrual Payoff - Excess Max.,2019  -  2020,FY2020PRG30121FND101DEP19500ACC501500
2020,500,500,590.23,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,501600,General Fund,Storm Drain Maintenance,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG30121FND101DEP19500ACC501600
2020,500,500,611.09,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,501700,General Fund,Storm Drain Maintenance,Holiday Allowance,2019  -  2020,FY2020PRG30121FND101DEP19500ACC501700
2020,4784,4784,4436.78,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,501900,General Fund,Storm Drain Maintenance,Other Compensation,2019  -  2020,FY2020PRG30121FND101DEP19500ACC501900
2020,38356,36754,36415.82,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,505100,General Fund,Storm Drain Maintenance,Cafeteria Plan,2019  -  2020,FY2020PRG30121FND101DEP19500ACC505100
2020,2394,2268,2536.87,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,505200,General Fund,Storm Drain Maintenance,Medicare,2019  -  2020,FY2020PRG30121FND101DEP19500ACC505200
2020,64072,61644,50669.2,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Salaries and Benefits,505300,General Fund,Storm Drain Maintenance,Retirement,2019  -  2020,FY2020PRG30121FND101DEP19500ACC505300
2020,500,500,483.63,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Maintenance and Operations,510300,General Fund,Storm Drain Maintenance,Small Tools and Equipment,2019  -  2020,FY2020PRG30121FND101DEP19500ACC510300
2020,1000,400,229.67,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Maintenance and Operations,510600,General Fund,Storm Drain Maintenance,Maintenance and Construction,2019  -  2020,FY2020PRG30121FND101DEP19500ACC510600
2020,100,100,2906.24,Transportation,Traveled Ways,101,Public Services,19500,Maintenance Services,30121,Maintenance and Operations,536400,General Fund,Storm Drain Maintenance,Internal Rent - Fuel,2019  -  2020,FY2020PRG30121FND101DEP19500ACC536400
2020,121100,110883,95181.67,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501200,General Fund,Storm Drain Improvements,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501200
2020,0,0,5946.25,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501300,General Fund,Storm Drain Improvements,Regular Salaries - Part-Time,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501300
2020,0,0,39.06,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501400,General Fund,Storm Drain Improvements,Overtime,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501400
2020,1300,1300,1156.23,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501600,General Fund,Storm Drain Improvements,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501600
2020,400,400,231.25,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501700,General Fund,Storm Drain Improvements,Holiday Allowance,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501700
2020,0,0,4293.14,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501800,General Fund,Storm Drain Improvements,Separation Pay-Off,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501800
2020,1900,1900,726.86,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,501900,General Fund,Storm Drain Improvements,Other Compensation,2019  -  2020,FY2020PRG30122FND101DEP19200ACC501900
2020,17700,15196,11275.91,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,505100,General Fund,Storm Drain Improvements,Cafeteria Plan,2019  -  2020,FY2020PRG30122FND101DEP19200ACC505100
2020,1800,1652,1685.56,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,505200,General Fund,Storm Drain Improvements,Medicare,2019  -  2020,FY2020PRG30122FND101DEP19200ACC505200
2020,48200,45989,36497.79,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,505300,General Fund,Storm Drain Improvements,Retirement,2019  -  2020,FY2020PRG30122FND101DEP19200ACC505300
2020,380,380,79.08,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Salaries and Benefits,505500,General Fund,Storm Drain Improvements,Executive Prof Development,2019  -  2020,FY2020PRG30122FND101DEP19200ACC505500
2020,400,400,0,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Maintenance and Operations,510100,General Fund,Storm Drain Improvements,Stationery and Office,2019  -  2020,FY2020PRG30122FND101DEP19200ACC510100
2020,900,1054,366.61,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Maintenance and Operations,510200,General Fund,Storm Drain Improvements,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG30122FND101DEP19200ACC510200
2020,500,500,492.28,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Maintenance and Operations,510300,General Fund,Storm Drain Improvements,Small Tools and Equipment,2019  -  2020,FY2020PRG30122FND101DEP19200ACC510300
2020,400,360,360,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Maintenance and Operations,520900,General Fund,Storm Drain Improvements,Professional Development,2019  -  2020,FY2020PRG30122FND101DEP19200ACC520900
2020,1000,380,0,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Maintenance and Operations,530400,General Fund,Storm Drain Improvements,Engineering and Architectural,2019  -  2020,FY2020PRG30122FND101DEP19200ACC530400
2020,1000,800,0,Transportation,Traveled Ways,101,Public Services,19200,Engineering,30122,Fixed Assets,590800,General Fund,Storm Drain Improvements,Other Equipment,2019  -  2020,FY2020PRG30122FND101DEP19200ACC590800
2020,279200,279200,219535.58,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501200,General Fund,Traffic Planning,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30210FND101DEP19300ACC501200
2020,20959,56810,24708.1,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501300,General Fund,Traffic Planning,Regular Salaries - Part-Time,2019  -  2020,FY2020PRG30210FND101DEP19300ACC501300
2020,0,0,345.96,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501400,General Fund,Traffic Planning,Overtime,2019  -  2020,FY2020PRG30210FND101DEP19300ACC501400
2020,600,600,730.85,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501700,General Fund,Traffic Planning,Holiday Allowance,2019  -  2020,FY2020PRG30210FND101DEP19300ACC501700
2020,0,0,177.67,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501800,General Fund,Traffic Planning,Separation Pay-Off,2019  -  2020,FY2020PRG30210FND101DEP19300ACC501800
2020,4200,4200,4384.98,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501900,General Fund,Traffic Planning,Other Compensation,2019  -  2020,FY2020PRG30210FND101DEP19300ACC501900
2020,47200,55600,38456.09,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,505100,General Fund,Traffic Planning,Cafeteria Plan,2019  -  2020,FY2020PRG30210FND101DEP19300ACC505100
2020,4508,5028,3989.2,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,505200,General Fund,Traffic Planning,Medicare,2019  -  2020,FY2020PRG30210FND101DEP19300ACC505200
2020,114204,115154,89987.36,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,505300,General Fund,Traffic Planning,Retirement,2019  -  2020,FY2020PRG30210FND101DEP19300ACC505300
2020,950,950,940.36,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Salaries and Benefits,505500,General Fund,Traffic Planning,Executive Prof Development,2019  -  2020,FY2020PRG30210FND101DEP19300ACC505500
2020,1250,500,473.19,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,510100,General Fund,Traffic Planning,Stationery and Office,2019  -  2020,FY2020PRG30210FND101DEP19300ACC510100
2020,500,1000,994.35,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,510200,General Fund,Traffic Planning,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG30210FND101DEP19300ACC510200
2020,500,0,93.37,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,510300,General Fund,Traffic Planning,Small Tools and Equipment,2019  -  2020,FY2020PRG30210FND101DEP19300ACC510300
2020,0,320,320,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,520700,General Fund,Traffic Planning,Dues and Memberships,2019  -  2020,FY2020PRG30210FND101DEP19300ACC520700
2020,1000,75,75,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,520900,General Fund,Traffic Planning,Professional Development,2019  -  2020,FY2020PRG30210FND101DEP19300ACC520900
2020,200,0,0,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,525700,General Fund,Traffic Planning,Office Equipment,2019  -  2020,FY2020PRG30210FND101DEP19300ACC525700
2020,40000,37801.48,30352.83,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,530200,General Fund,Traffic Planning,Consulting,2019  -  2020,FY2020PRG30210FND101DEP19300ACC530200
2020,2100,2100,2100,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,536100,General Fund,Traffic Planning,Internal Rent - Maintenance,2019  -  2020,FY2020PRG30210FND101DEP19300ACC536100
2020,300,300,218.25,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30210,Maintenance and Operations,536400,General Fund,Traffic Planning,Internal Rent - Fuel,2019  -  2020,FY2020PRG30210FND101DEP19300ACC536400
2020,15000,15000,609.17,Transportation,Traffic Safety,203,Public Services,19300,Transportation Services,30210,Maintenance and Operations,520200,Air Quality Improvement Fund,Traffic Planning,Legal Advertising/Filing Fees,2019  -  2020,FY2020PRG30210FND203DEP19300ACC520200
2020,0,0,148.47,Transportation,Traffic Safety,401,Public Services,19300,Transportation Services,30210,Salaries and Benefits,501200,Capital Improvements Fund,Traffic Planning,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30210FND401DEP19300ACC501200
2020,128800,57098,58520.09,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,501200,General Fund,Active Transportation Improve,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30225FND101DEP19300ACC501200
2020,0,35851,7008.12,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,501300,General Fund,Active Transportation Improve,Regular Salaries - Part-Time,2019  -  2020,FY2020PRG30225FND101DEP19300ACC501300
2020,0,0,301.27,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,501400,General Fund,Active Transportation Improve,Overtime,2019  -  2020,FY2020PRG30225FND101DEP19300ACC501400
2020,0,0,285.48,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,501700,General Fund,Active Transportation Improve,Holiday Allowance,2019  -  2020,FY2020PRG30225FND101DEP19300ACC501700
2020,500,500,627.06,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,501900,General Fund,Active Transportation Improve,Other Compensation,2019  -  2020,FY2020PRG30225FND101DEP19300ACC501900
2020,24900,16500,9829.28,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,505100,General Fund,Active Transportation Improve,Cafeteria Plan,2019  -  2020,FY2020PRG30225FND101DEP19300ACC505100
2020,1900,1380,1054.12,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,505200,General Fund,Active Transportation Improve,Medicare,2019  -  2020,FY2020PRG30225FND101DEP19300ACC505200
2020,51500,46621,38598.32,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,505300,General Fund,Active Transportation Improve,Retirement,2019  -  2020,FY2020PRG30225FND101DEP19300ACC505300
2020,475,475,470.19,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Salaries and Benefits,505500,General Fund,Active Transportation Improve,Executive Prof Development,2019  -  2020,FY2020PRG30225FND101DEP19300ACC505500
2020,41900,35928.98,35111.29,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30225,Maintenance and Operations,530200,General Fund,Active Transportation Improve,Consulting,2019  -  2020,FY2020PRG30225FND101DEP19300ACC530200
2020,0,75000,75000,Transportation,Traffic Safety,214,Public Services,19300,Transportation Services,30225,Maintenance and Operations,535500,Traffic Impact Fees Fund,Active Transportation Improve,"Grants, Loans and Subsidies",2019  -  2020,FY2020PRG30225FND214DEP19300ACC535500
2020,208500,208320,148829.59,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,501200,General Fund,Traffic Operations,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30241FND101DEP19300ACC501200
2020,0,0,90.04,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,501400,General Fund,Traffic Operations,Overtime,2019  -  2020,FY2020PRG30241FND101DEP19300ACC501400
2020,900,900,445.35,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,501700,General Fund,Traffic Operations,Holiday Allowance,2019  -  2020,FY2020PRG30241FND101DEP19300ACC501700
2020,0,0,177.66,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,501800,General Fund,Traffic Operations,Separation Pay-Off,2019  -  2020,FY2020PRG30241FND101DEP19300ACC501800
2020,0,180,179.2,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,501900,General Fund,Traffic Operations,Other Compensation,2019  -  2020,FY2020PRG30241FND101DEP19300ACC501900
2020,33300,33300,24150.68,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,505100,General Fund,Traffic Operations,Cafeteria Plan,2019  -  2020,FY2020PRG30241FND101DEP19300ACC505100
2020,3100,3100,2243.28,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,505200,General Fund,Traffic Operations,Medicare,2019  -  2020,FY2020PRG30241FND101DEP19300ACC505200
2020,82100,80153,62107.44,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,505300,General Fund,Traffic Operations,Retirement,2019  -  2020,FY2020PRG30241FND101DEP19300ACC505300
2020,475,475,469.67,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Salaries and Benefits,505500,General Fund,Traffic Operations,Executive Prof Development,2019  -  2020,FY2020PRG30241FND101DEP19300ACC505500
2020,800,800,728.32,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,510100,General Fund,Traffic Operations,Stationery and Office,2019  -  2020,FY2020PRG30241FND101DEP19300ACC510100
2020,500,500,693.31,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,510200,General Fund,Traffic Operations,"Multi-Media, Promos, Subscrpt.",2019  -  2020,FY2020PRG30241FND101DEP19300ACC510200
2020,1000,662,453.75,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,510300,General Fund,Traffic Operations,Small Tools and Equipment,2019  -  2020,FY2020PRG30241FND101DEP19300ACC510300
2020,0,60,53.85,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,510400,General Fund,Traffic Operations,Uniforms and Clothing,2019  -  2020,FY2020PRG30241FND101DEP19300ACC510400
2020,120000,120000,117711.18,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,515200,General Fund,Traffic Operations,Electricity - Power,2019  -  2020,FY2020PRG30241FND101DEP19300ACC515200
2020,1000000,1000000,1066382.49,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,515300,General Fund,Traffic Operations,Electricity - Street Lights,2019  -  2020,FY2020PRG30241FND101DEP19300ACC515300
2020,0,320,320,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,520700,General Fund,Traffic Operations,Dues and Memberships,2019  -  2020,FY2020PRG30241FND101DEP19300ACC520700
2020,1400,200,200,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,520900,General Fund,Traffic Operations,Professional Development,2019  -  2020,FY2020PRG30241FND101DEP19300ACC520900
2020,500000,460000,441601.64,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,525800,General Fund,Traffic Operations,Other Equipment,2019  -  2020,FY2020PRG30241FND101DEP19300ACC525800
2020,196800,135456.75,125860.87,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Maintenance and Operations,530200,General Fund,Traffic Operations,Consulting,2019  -  2020,FY2020PRG30241FND101DEP19300ACC530200
2020,0,278,277.73,Transportation,Traffic Safety,101,Public Services,19300,Transportation Services,30241,Fixed Assets,590800,General Fund,Traffic Operations,Other Equipment,2019  -  2020,FY2020PRG30241FND101DEP19300ACC590800
2020,281306,272609,271082.22,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,501200,General Fund,Signs and Markings,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30243FND101DEP19500ACC501200
2020,30600,30600,27671.75,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,501300,General Fund,Signs and Markings,Regular Salaries - Part-Time,2019  -  2020,FY2020PRG30243FND101DEP19500ACC501300
2020,5000,5000,7879.19,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,501400,General Fund,Signs and Markings,Overtime,2019  -  2020,FY2020PRG30243FND101DEP19500ACC501400
2020,1600,1600,2191.97,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,501600,General Fund,Signs and Markings,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG30243FND101DEP19500ACC501600
2020,1000,1000,611.11,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,501700,General Fund,Signs and Markings,Holiday Allowance,2019  -  2020,FY2020PRG30243FND101DEP19500ACC501700
2020,4984,4984,4437.8,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,501900,General Fund,Signs and Markings,Other Compensation,2019  -  2020,FY2020PRG30243FND101DEP19500ACC501900
2020,76356,74754,68478.24,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,505100,General Fund,Signs and Markings,Cafeteria Plan,2019  -  2020,FY2020PRG30243FND101DEP19500ACC505100
2020,4594,4468,5251.66,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,505200,General Fund,Signs and Markings,Medicare,2019  -  2020,FY2020PRG30243FND101DEP19500ACC505200
2020,113572,109970,87118.56,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Salaries and Benefits,505300,General Fund,Signs and Markings,Retirement,2019  -  2020,FY2020PRG30243FND101DEP19500ACC505300
2020,2500,2266,4246.81,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,510300,General Fund,Signs and Markings,Small Tools and Equipment,2019  -  2020,FY2020PRG30243FND101DEP19500ACC510300
2020,2000,2000,1626.24,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,510400,General Fund,Signs and Markings,Uniforms and Clothing,2019  -  2020,FY2020PRG30243FND101DEP19500ACC510400
2020,25000,28606,15276.78,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,510600,General Fund,Signs and Markings,Maintenance and Construction,2019  -  2020,FY2020PRG30243FND101DEP19500ACC510600
2020,0,462,461.73,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,520900,General Fund,Signs and Markings,Professional Development,2019  -  2020,FY2020PRG30243FND101DEP19500ACC520900
2020,100000,100000,90133.76,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,525900,General Fund,Signs and Markings,"Streets, Alleys and Sidewalks",2019  -  2020,FY2020PRG30243FND101DEP19500ACC525900
2020,3600,3600,3600,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,536100,General Fund,Signs and Markings,Internal Rent - Maintenance,2019  -  2020,FY2020PRG30243FND101DEP19500ACC536100
2020,11700,11700,11700,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,536200,General Fund,Signs and Markings,Internal Rent - Repl Cost,2019  -  2020,FY2020PRG30243FND101DEP19500ACC536200
2020,5000,5000,4343.3,Transportation,Traffic Safety,101,Public Services,19500,Maintenance Services,30243,Maintenance and Operations,536400,General Fund,Signs and Markings,Internal Rent - Fuel,2019  -  2020,FY2020PRG30243FND101DEP19500ACC536400
2020,160700,160615,148068.77,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,501200,General Fund,Public Services - Development,Regular Salaries - Non-Sworn,2019  -  2020,FY2020PRG30310FND101DEP19200ACC501200
2020,0,85,453.17,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,501400,General Fund,Public Services - Development,Overtime,2019  -  2020,FY2020PRG30310FND101DEP19200ACC501400
2020,1000,1000,646.87,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,501600,General Fund,Public Services - Development,Vacation/Comp. Time Cash Out,2019  -  2020,FY2020PRG30310FND101DEP19200ACC501600
2020,200,200,250.42,Transportation,Administration,101,Public Services,19200,Engineering,30310,Salaries and Benefits,501700,General Fund,Public Services - Development,Holiday Allowance,2019  -  2020,FY2020PRG30310FND101DEP19200ACC501700
